Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP00192H,Hyderabad,Jebel Ali,Road,Electronics,3115.0,11.14,4748.0,20FT,106.32,Off_Peak,Carrier_D,11.0,86892.0
SHP00193K,Kolkata,London,Road,General Merchandise,7235.0,21.83,11138.0,20FT,83.89,Normal,Carrier_E,23.0,117880.0
SHP00194P,Pune,New York,Sea,Automotive Parts,4345.0,11.43,769.0,40FT_HC,105.94,Normal,Carrier_C,4.0,48305.0
SHP00195D,Delhi,Singapore,Sea,Automotive Parts,5204.0,16.06,8009.0,40FT_HC,94.4,Normal,Carrier_C,15.0,75580.0
SHP00196M,Mumbai,Rotterdam,Sea,Pharmaceuticals,4904.0,8.97,11661.0,40FT_HC,77.89,Normal,Carrier_B,23.0,77666.0
SHP00197C,Chennai,Colombo,Air,Electronics,4089.0,13.88,2522.0,20FT,81.62,Peak,Carrier_E,2.0,136569.0
SHP00198M,Mumbai,Colombo,Road,General Merchandise,5588.0,0.5,781.0,AIR_CARGO,110.72,Normal,Carrier_D,14.0,100781.0
SHP00199K,Kolkata,Singapore,Road,Automotive Parts,8572.0,0.5,844.0,LCL,99.11,Peak,Carrier_B,21.0,122606.0
SHP00200A,Mumbai,Dubai,Air,Machinery,4346.0,9.83,7781.0,LCL,82.37,Normal,Carrier_B,17.0,214615.0
SHP00201P,Pune,Los Angeles,Sea,Textiles,5567.0,7.89,7009.0,40FT,103.15,Normal,Carrier_D,12.0,88876.0
SHP00202D,Delhi,Hamburg,Sea,Textiles,1581.0,1.38,4258.0,20FT,107.93,Normal,Carrier_B,11.0,62787.0
SHP00203M,Mumbai,Singapore,Sea,Automotive Parts,8874.0,4.4,1212.0,40FT,88.23,Normal,Carrier_D,17.0,69385.0
SHP00204M,Mumbai,New York,Road,General Merchandise,2965.0,8.17,8012.0,LCL,97.26,Normal,Carrier_A,17.0,107024.0
SHP00205K,Kolkata,Jebel Ali,Sea,Chemicals,2372.0,4.87,973.0,40FT,86.74,Normal,Carrier_B,8.0,39295.0
SHP00206A,Mumbai,Rotterdam,Sea,Automotive Parts,2240.0,7.95,11587.0,20FT,78.2,Normal,Carrier_C,24.0,71802.0
SHP00207C,Chennai,Dubai,Sea,Chemicals,1985.0,6.22,6890.0,20FT,90.98,Normal,Carrier_A,17.0,61815.0
SHP00208A,Mumbai,Rotterdam,Sea,Chemicals,2161.0,1.74,6543.0,20FT,105.06,Normal,Carrier_B,14.0,237548.0
SHP00209M,Mumbai,Hamburg,Sea,Furniture,8509.0,23.95,10255.0,LCL,93.35,Peak,Carrier_D,21.0,109856.0
SHP00210K,Kolkata,Jebel Ali,Sea,Furniture,1656.0,3.5,7865.0,20FT,91.21,Normal,Carrier_A,18.0,66421.0
SHP00211C,Chennai,New York,Sea,General Merchandise,2588.0,7.12,1357.0,40FT_HC,89.64,Normal,Carrier_A,4.0,38984.0
SHP00212A,Mumbai,Colombo,Air,Chemicals,6326.0,2.95,1065.0,40FT_HC,93.36,Normal,Carrier_C,12.0,177613.0
SHP00213P,Pune,Hamburg,Air,Machinery,4607.0,17.27,9477.0,20FT,87.73,Off_Peak,Carrier_B,20.0,248282.0
SHP00214A,Mumbai,Singapore,Sea,General Merchandise,2225.0,0.52,8550.0,40FT_HC,99.49,Normal,Carrier_B,15.0,85888.0
SHP00215P,Pune,Colombo,Air,Automotive Parts,5377.0,11.43,11664.0,20FT,77.54,Peak,Carrier_D,23.0,311444.0
SHP00216A,Mumbai,Colombo,Sea,Pharmaceuticals,5000.0,3.33,787.0,LCL,107.3,Off_Peak,Carrier_A,1.0,29220.0
SHP00217H,Hyderabad,New York,Sea,Machinery,2407.0,5.82,3504.0,40FT_HC,81.93,Normal,Carrier_C,7.0,42960.0
SHP00218C,Chennai,Singapore,Air,Electronics,2724.0,4.55,6815.0,LCL,100.34,Normal,Carrier_D,13.0,253900.0
SHP00219A,Mumbai,London,Sea,Textiles,4521.0,3.09,7624.0,40FT_HC,93.0,Normal,Carrier_D,14.0,79044.0
SHP00220H,Hyderabad,Hamburg,Air,Automotive Parts,1647.0,2.77,3655.0,AIR_CARGO,105.94,Normal,Carrier_C,11.0,161351.0
SHP00221D,Delhi,Los Angeles,Sea,Automotive Parts,4169.0,11.38,10008.0,AIR_CARGO,108.05,Normal,Carrier_B,22.0,385871.0
SHP00222K,Kolkata,Shanghai,Sea,Automotive Parts,1774.0,6.4,2390.0,LCL,83.17,Normal,Carrier_C,9.0,29442.0
SHP00223A,Mumbai,Jebel Ali,Sea,Machinery,2657.0,5.65,510.0,40FT_HC,102.09,Normal,Carrier_B,3.0,45170.0
SHP00224P,Pune,New York,Sea,Electronics,4552.0,11.55,11453.0,AIR_CARGO,82.6,Normal,Carrier_E,22.0,80027.0
SHP00225C,Chennai,Jebel Ali,Sea,Pharmaceuticals,5003.0,0.5,1366.0,20FT,79.96,Normal,Carrier_A,13.0,38786.0
SHP00226P,Pune,Hamburg,Sea,General Merchandise,4046.0,11.19,11511.0,40FT,112.21,Normal,Carrier_C,23.0,113580.0
SHP00227H,Hyderabad,Singapore,Road,Furniture,3108.0,7.44,3696.0,AIR_CARGO,81.58,Normal,Carrier_D,9.0,56274.0
SHP00228H,Hyderabad,Los Angeles,Sea,Electronics,2013.0,5.45,1230.0,AIR_CARGO,84.13,Normal,Carrier_B,1.0,29536.0
SHP00229D,Delhi,Shanghai,Road,Machinery,1619.0,2.98,9384.0,20FT,80.21,Normal,Carrier_A,21.0,88892.0
SHP00230P,Pune,Rotterdam,Sea,Automotive Parts,10112.0,2.37,638.0,AIR_CARGO,93.81,Normal,Carrier_A,22.0,86446.0
SHP00231B,Bengaluru,Los Angeles,Sea,Textiles,2373.0,8.19,6159.0,AIR_CARGO,111.78,Normal,Carrier_C,13.0,247340.0
SHP00232K,Kolkata,New York,Sea,Automotive Parts,2015.0,5.82,1349.0,AIR_CARGO,85.56,Normal,Carrier_D,6.0,38810.0
SHP00233P,Pune,Jebel Ali,Sea,General Merchandise,3788.0,1.73,8023.0,40FT_HC,96.67,Normal,Carrier_C,18.0,76200.0
SHP00234B,Bengaluru,Los Angeles,Sea,Chemicals,3547.0,9.55,2595.0,AIR_CARGO,91.46,Normal,Carrier_D,5.0,43007.0
SHP00235C,Chennai,Dubai,Sea,Textiles,5012.0,10.38,10268.0,40FT,88.44,Peak,Carrier_E,20.0,95026.0
SHP00236K,Kolkata,Singapore,Air,Automotive Parts,5133.0,9.39,3651.0,40FT_HC,97.89,Off_Peak,Carrier_C,7.0,172499.0
SHP00237P,Pune,Singapore,Sea,Pharmaceuticals,19441.0,51.68,10249.0,40FT_HC,97.36,Normal,Carrier_B,24.0,131489.0
SHP00238D,Delhi,Dubai,Sea,Textiles,3491.0,4.58,5410.0,LCL,89.37,Normal,Carrier_C,14.0,50257.0
SHP00239C,Chennai,Colombo,Sea,Chemicals,7360.0,0.5,1429.0,AIR_CARGO,109.02,Peak,Carrier_C,14.0,92178.0
SHP00240K,Kolkata,Colombo,Sea,Furniture,4277.0,1.22,9580.0,40FT,77.13,Normal,Carrier_E,21.0,64352.0
SHP00241P,Pune,Hamburg,Road,Electronics,7100.0,22.67,965.0,40FT,78.41,Normal,Carrier_E,4.0,43957.0
SHP00242P,Pune,London,Road,Machinery,3404.0,11.67,9943.0,LCL,114.63,Off_Peak,Carrier_C,19.0,135012.0
SHP00243K,Kolkata,Rotterdam,Sea,Furniture,2094.0,0.5,628.0,40FT,104.91,Normal,Carrier_D,6.0,52350.0
SHP00244B,Bengaluru,Dubai,Sea,Automotive Parts,3587.0,10.99,4622.0,40FT_HC,107.16,Peak,Carrier_E,12.0,80798.0
SHP00245C,Chennai,Hamburg,Sea,General Merchandise,1660.0,0.5,5937.0,20FT,99.11,Off_Peak,Carrier_E,15.0,60055.0
SHP00246D,Delhi,Jebel Ali,Road,Electronics,10797.0,4.42,1059.0,40FT_HC,91.79,Normal,Carrier_D,26.0,121021.0
SHP00247D,Delhi,Dubai,Sea,Furniture,2823.0,3.29,758.0,20FT,100.17,Normal,Carrier_A,4.0,42416.0
SHP00248C,Chennai,London,Road,Automotive Parts,6931.0,8.9,927.0,40FT,78.7,Peak,Carrier_E,14.0,76784.0
SHP00249C,Chennai,Dubai,Road,Electronics,4861.0,13.04,7889.0,AIR_CARGO,105.31,Normal,Carrier_E,17.0,130191.0
SHP00250H,Hyderabad,London,Road,Furniture,4020.0,10.1,4141.0,20FT,96.63,Peak,Carrier_D,9.0,84451.0
SHP00251M,Mumbai,London,Sea,General Merchandise,2363.0,2.34,3841.0,40FT_HC,113.27,Normal,Carrier_D,8.0,77063.0
SHP00252P,Pune,London,Sea,Automotive Parts,1748.0,0.9,6140.0,40FT_HC,100.5,Normal,Carrier_C,11.0,66403.0
SHP00253B,Bengaluru,Singapore,Road,Chemicals,2218.0,7.65,2652.0,40FT_HC,81.07,Off_Peak,Carrier_C,1.0,36397.0
SHP00254C,Chennai,Los Angeles,Sea,Chemicals,5883.0,0.5,1296.0,40FT_HC,94.1,Peak,Carrier_A,14.0,68597.0
SHP00255C,Chennai,Singapore,Sea,General Merchandise,2378.0,2.18,9298.0,LCL,77.31,Normal,Carrier_A,16.0,55148.0
SHP00256M,Mumbai,Hamburg,Sea,Textiles,10222.0,6.57,5000.0,40FT,104.82,Peak,Carrier_A,19.0,103220.0
SHP00257M,Mumbai,Singapore,Road,General Merchandise,2648.0,7.45,4929.0,AIR_CARGO,95.07,Off_Peak,Carrier_B,12.0,68951.0
SHP00258K,Kolkata,Singapore,Air,Textiles,2693.0,2.03,7599.0,LCL,89.79,Normal,Carrier_D,15.0,221116.0
SHP00259A,Mumbai,Jebel Ali,Sea,Automotive Parts,4330.0,12.52,500.0,40FT,113.74,Normal,Carrier_E,7.0,60191.0
SHP00260D,Delhi,Dubai,Sea,Furniture,3038.0,6.12,6829.0,20FT,112.62,Peak,Carrier_D,11.0,103761.0
SHP00261B,Bengaluru,Singapore,Sea,Textiles,4719.0,4.17,11715.0,LCL,113.11,Normal,Carrier_D,28.0,130211.0
SHP00262K,Kolkata,Shanghai,Road,Automotive Parts,3567.0,6.5,4091.0,LCL,83.84,Normal,Carrier_A,12.0,57777.0
SHP00263C,Chennai,London,Sea,Automotive Parts,4904.0,7.48,7340.0,LCL,104.14,Normal,Carrier_D,17.0,83596.0
SHP00264P,Pune,Dubai,Sea,Pharmaceuticals,13739.0,33.74,9266.0,LCL,112.82,Normal,Carrier_B,22.0,127879.0
SHP00265M,Mumbai,Colombo,Road,Machinery,3285.0,5.2,7503.0,20FT,97.83,Peak,Carrier_E,16.0,119589.0
SHP00266H,Hyderabad,Jebel Ali,Air,Automotive Parts,2818.0,7.07,5313.0,40FT_HC,83.57,Normal,Carrier_A,8.0,155976.0
SHP00267D,Delhi,Los Angeles,Sea,Textiles,5408.0,15.54,2255.0,LCL,107.71,Normal,Carrier_C,7.0,189002.0
SHP00268K,Kolkata,Jebel Ali,Air,Machinery,1844.0,13.83,5833.0,40FT,110.2,Off_Peak,Carrier_E,10.0,214578.0
SHP00269H,Hyderabad,London,Sea,Machinery,2314.0,13.43,3890.0,40FT_HC,103.13,Normal,Carrier_C,8.0,61150.0
SHP00270D,Delhi,Dubai,Sea,Automotive Parts,3287.0,8.72,8503.0,20FT,86.74,Normal,Carrier_C,17.0,66431.0
SHP00271A,Mumbai,Los Angeles,Sea,General Merchandise,2620.0,6.03,5582.0,AIR_CARGO,82.63,Normal,Carrier_D,10.0,165659.0
SHP00272A,Mumbai,Rotterdam,Sea,General Merchandise,2613.0,3.84,10274.0,20FT,99.97,Peak,Carrier_E,23.0,357787.0
SHP00273H,Hyderabad,New York,Road,Chemicals,4487.0,4.11,2723.0,AIR_CARGO,94.31,Peak,Carrier_B,7.0,70852.0
SHP00274M,Mumbai,Jebel Ali,Road,Machinery,5304.0,0.5,830.0,40FT,101.75,Normal,Carrier_D,12.0,79393.0
SHP00275K,Kolkata,Los Angeles,Sea,Automotive Parts,9375.0,18.95,6911.0,AIR_CARGO,79.47,Off_Peak,Carrier_C,15.0,52610.0
SHP00276K,Kolkata,Hamburg,Sea,Pharmaceuticals,3429.0,14.71,1949.0,LCL,80.44,Peak,Carrier_E,6.0,35732.0
SHP00277A,Mumbai,Los Angeles,Sea,General Merchandise,1927.0,11.0,7261.0,40FT_HC,89.52,Peak,Carrier_D,13.0,247058.0
SHP00278D,Delhi,New York,Sea,Pharmaceuticals,7203.0,17.44,3846.0,40FT_HC,85.35,Normal,Carrier_E,7.0,56487.0
SHP00279H,Hyderabad,London,Air,Automotive Parts,2674.0,8.23,3140.0,LCL,99.77,Normal,Carrier_A,7.0,147336.0
SHP00280M,Mumbai,Dubai,Air,Automotive Parts,2720.0,4.06,2132.0,40FT_HC,89.7,Normal,Carrier_B,4.0,116565.0
SHP00281C,Chennai,Rotterdam,Sea,Furniture,2174.0,5.06,4524.0,20FT,102.36,Normal,Carrier_B,13.0,82720.0
SHP00282K,Kolkata,Hamburg,Sea,Machinery,6490.0,12.35,11183.0,LCL,105.75,Peak,Carrier_B,20.0,128012.0
SHP00283P,Pune,Los Angeles,Sea,Furniture,2485.0,2.8,857.0,LCL,82.49,Normal,Carrier_C,8.0,27799.0
SHP00284C,Chennai,Shanghai,Sea,Pharmaceuticals,1739.0,6.59,10300.0,40FT_HC,111.79,Off_Peak,Carrier_C,21.0,99694.0
SHP00285M,Mumbai,Singapore,Sea,Furniture,4785.0,8.97,5070.0,AIR_CARGO,106.49,Normal,Carrier_B,11.0,76305.0
SHP00286A,Mumbai,London,Sea,Chemicals,5394.0,14.81,6958.0,40FT,100.07,Normal,Carrier_E,14.0,81956.0
SHP00287P,Pune,Jebel Ali,Sea,Machinery,7103.0,16.32,6397.0,AIR_CARGO,111.36,Normal,Carrier_A,15.0,91981.0
SHP00288K,Kolkata,Jebel Ali,Sea,Electronics,3774.0,14.66,11146.0,20FT,85.63,Off_Peak,Carrier_C,22.0,67232.0
SHP00289K,Kolkata,New York,Sea,Furniture,5266.0,14.75,9356.0,LCL,91.87,Normal,Carrier_D,20.0,85363.0
SHP00290H,Hyderabad,London,Sea,Pharmaceuticals,2112.0,6.01,11825.0,LCL,78.43,Off_Peak,Carrier_D,25.0,59901.0
SHP00291P,Pune,Hamburg,Sea,General Merchandise,4870.0,5.87,9636.0,20FT,93.25,Normal,Carrier_C,21.0,79755.0
SHP00292C,Chennai,Colombo,Sea,General Merchandise,4051.0,7.68,3903.0,40FT,95.26,Normal,Carrier_B,12.0,62194.0
SHP00293A,Mumbai,Rotterdam,Sea,General Merchandise,3529.0,8.2,11573.0,LCL,99.64,Normal,Carrier_E,24.0,356076.0
SHP00294H,Hyderabad,Hamburg,Sea,Textiles,11811.0,2.38,909.0,AIR_CARGO,77.56,Normal,Carrier_A,22.0,71350.0
SHP00295B,Bengaluru,Rotterdam,Sea,Automotive Parts,1943.0,7.28,1916.0,20FT,76.3,Peak,Carrier_D,1.0,35423.0
SHP00296C,Chennai,Dubai,Sea,Machinery,2427.0,6.6,10862.0,LCL,91.8,Off_Peak,Carrier_C,22.0,73342.0
SHP00297C,Chennai,Dubai,Air,General Merchandise,3532.0,4.28,8138.0,AIR_CARGO,82.57,Normal,Carrier_E,17.0,209657.0
SHP00298B,Bengaluru,London,Sea,Electronics,11903.0,30.71,11103.0,20FT,105.35,Normal,Carrier_B,26.0,126788.0
SHP00299M,Mumbai,London,Sea,General Merchandise,4370.0,8.56,11031.0,20FT,101.75,Normal,Carrier_A,22.0,102455.0
SHP00300P,Pune,Jebel Ali,Sea,Chemicals,10751.0,0.93,1477.0,20FT,88.03,Peak,Carrier_A,22.0,87215.0
SHP00301P,Pune,Singapore,Sea,Automotive Parts,1830.0,0.5,10681.0,40FT,76.83,Normal,Carrier_D,23.0,67690.0
SHP00302M,Mumbai,New York,Sea,Pharmaceuticals,6170.0,13.29,1853.0,20FT,82.3,Normal,Carrier_D,6.0,37461.0
SHP00303K,Kolkata,Singapore,Sea,Automotive Parts,1778.0,2.0,2150.0,40FT_HC,102.67,Normal,Carrier_C,8.0,49730.0
SHP00304D,Delhi,Hamburg,Sea,Furniture,4847.0,16.18,1854.0,40FT_HC,114.61,Peak,Carrier_A,4.0,77675.0
SHP00305H,Hyderabad,Jebel Ali,Air,Pharmaceuticals,2698.0,5.35,1547.0,20FT,88.06,Off_Peak,Carrier_B,3.0,90519.0
SHP00306D,Delhi,Rotterdam,Sea,Pharmaceuticals,2244.0,7.47,4563.0,LCL,107.08,Normal,Carrier_B,10.0,80973.0
SHP00307K,Kolkata,Colombo,Sea,Furniture,1796.0,0.5,8366.0,40FT_HC,109.68,Off_Peak,Carrier_C,13.0,83694.0
SHP00308P,Pune,Los Angeles,Sea,Machinery,4579.0,3.8,5000.0,AIR_CARGO,76.93,Peak,Carrier_A,10.0,44160.0
SHP00309D,Delhi,Shanghai,Air,Furniture,3551.0,11.02,8783.0,AIR_CARGO,111.65,Normal,Carrier_D,17.0,370495.0
SHP00310C,Chennai,Dubai,Sea,Textiles,9933.0,0.5,1262.0,LCL,93.65,Normal,Carrier_B,21.0,79647.0
SHP00311C,Chennai,Singapore,Sea,Pharmaceuticals,8161.0,0.5,994.0,AIR_CARGO,113.57,Normal,Carrier_E,16.0,91663.0
SHP00312B,Bengaluru,New York,Sea,Pharmaceuticals,2937.0,4.34,5849.0,LCL,96.54,Peak,Carrier_C,11.0,71028.0
SHP00313B,Bengaluru,Colombo,Sea,Furniture,4882.0,10.81,3898.0,AIR_CARGO,84.41,Normal,Carrier_B,12.0,48698.0
SHP00314K,Kolkata,Colombo,Road,Machinery,1931.0,0.5,830.0,20FT,113.99,Peak,Carrier_E,6.0,64940.0
SHP00315K,Kolkata,Dubai,Air,General Merchandise,4799.0,10.45,6177.0,AIR_CARGO,84.73,Normal,Carrier_E,15.0,202323.0
SHP00316A,Mumbai,Shanghai,Air,Chemicals,8775.0,5.92,1390.0,20FT,110.3,Normal,Carrier_B,18.0,305270.0
SHP00317K,Kolkata,London,Sea,Electronics,3812.0,6.84,6805.0,AIR_CARGO,81.93,Normal,Carrier_C,15.0,57292.0
SHP00318C,Chennai,Colombo,Sea,Machinery,3642.0,9.86,8797.0,AIR_CARGO,101.99,Off_Peak,Carrier_E,15.0,78457.0
SHP00319D,Delhi,Hamburg,Sea,Textiles,2186.0,5.91,4355.0,AIR_CARGO,91.45,Normal,Carrier_E,12.0,54884.0
SHP00320H,Hyderabad,Hamburg,Sea,Machinery,2549.0,0.5,1268.0,20FT,113.88,Normal,Carrier_A,6.0,49200.0
SHP00321A,Mumbai,London,Sea,Automotive Parts,1932.0,1.37,9368.0,AIR_CARGO,82.39,Normal,Carrier_A,19.0,66023.0
SHP00322A,Mumbai,Rotterdam,Sea,General Merchandise,2967.0,11.01,3027.0,AIR_CARGO,91.35,Normal,Carrier_A,8.0,134103.0
SHP00323P,Pune,Jebel Ali,Air,General Merchandise,2950.0,3.44,7587.0,40FT,100.59,Off_Peak,Carrier_E,18.0,237628.0
SHP00324A,Mumbai,London,Sea,Pharmaceuticals,9749.0,0.5,1371.0,20FT,114.1,Off_Peak,Carrier_E,19.0,87471.0
SHP00325K,Kolkata,Shanghai,Road,General Merchandise,2100.0,6.61,1034.0,40FT_HC,87.15,Off_Peak,Carrier_C,3.0,33041.0
SHP00326K,Kolkata,Hamburg,Air,General Merchandise,4815.0,12.08,7383.0,LCL,90.87,Off_Peak,Carrier_D,15.0,232308.0
SHP00327C,Chennai,Colombo,Sea,Furniture,2855.0,12.63,8428.0,40FT,93.47,Off_Peak,Carrier_A,18.0,67314.0
SHP00328H,Hyderabad,Hamburg,Sea,General Merchandise,4400.0,8.62,9085.0,AIR_CARGO,85.11,Normal,Carrier_D,18.0,74977.0
SHP00329C,Chennai,Los Angeles,Sea,General Merchandise,1617.0,8.66,2198.0,40FT_HC,107.69,Off_Peak,Carrier_A,9.0,50222.0
SHP00330H,Hyderabad,Jebel Ali,Sea,Electronics,9989.0,0.5,1463.0,40FT_HC,78.68,Normal,Carrier_A,18.0,65331.0
SHP00331C,Chennai,New York,Sea,Textiles,1583.0,0.5,1295.0,AIR_CARGO,103.19,Peak,Carrier_C,3.0,49065.0
SHP00332D,Delhi,Los Angeles,Sea,Pharmaceuticals,2223.0,7.99,6475.0,AIR_CARGO,96.36,Peak,Carrier_C,12.0,232953.0
SHP00333P,Pune,Rotterdam,Sea,Furniture,2908.0,9.22,5599.0,40FT,84.68,Normal,Carrier_B,13.0,58187.0
SHP00334K,Kolkata,Dubai,Sea,General Merchandise,1756.0,6.87,3050.0,20FT,94.71,Normal,Carrier_A,4.0,44448.0
SHP00335M,Mumbai,Los Angeles,Sea,Pharmaceuticals,6913.0,15.63,3972.0,40FT,108.2,Normal,Carrier_A,11.0,76311.0
SHP00336M,Mumbai,Rotterdam,Sea,Textiles,1647.0,9.79,2391.0,20FT,92.82,Normal,Carrier_A,4.0,42313.0
SHP00337P,Pune,Rotterdam,Sea,Furniture,2939.0,10.46,5396.0,40FT_HC,79.88,Normal,Carrier_C,10.0,62548.0
SHP00338K,Kolkata,New York,Air,Chemicals,5000.0,6.65,908.0,LCL,76.63,Peak,Carrier_A,7.0,56256.0
SHP00339A,Mumbai,Dubai,Sea,General Merchandise,1614.0,4.33,10723.0,AIR_CARGO,106.11,Normal,Carrier_B,24.0,104765.0
SHP00340K,Kolkata,Singapore,Sea,Pharmaceuticals,2364.0,0.5,2380.0,40FT,88.22,Normal,Carrier_E,7.0,35645.0
SHP00341K,Kolkata,London,Sea,Machinery,10689.0,3.73,1455.0,40FT_HC,112.25,Off_Peak,Carrier_B,19.0,98411.0
SHP00342P,Pune,Colombo,Sea,Furniture,2650.0,7.75,10431.0,40FT,99.69,Peak,Carrier_E,25.0,109345.0
SHP00343K,Kolkata,Shanghai,Sea,Furniture,3328.0,16.06,5694.0,20FT,92.45,Off_Peak,Carrier_C,12.0,51672.0
SHP00344A,Mumbai,Shanghai,Sea,Pharmaceuticals,5089.0,13.18,6224.0,AIR_CARGO,97.58,Normal,Carrier_D,14.0,76188.0
SHP00345H,Hyderabad,Shanghai,Sea,General Merchandise,3972.0,0.5,1239.0,20FT,93.29,Normal,Carrier_C,11.0,40569.0
SHP00346P,Pune,Singapore,Sea,Automotive Parts,2788.0,8.51,11964.0,20FT,111.23,Normal,Carrier_D,20.0,126127.0
SHP00347D,Delhi,London,Sea,Electronics,2401.0,10.75,8214.0,20FT,93.32,Normal,Carrier_E,16.0,69691.0
SHP00348M,Mumbai,Shanghai,Sea,Machinery,11446.0,8.62,752.0,40FT_HC,79.16,Off_Peak,Carrier_D,23.0,69887.0
SHP00349P,Pune,London,Sea,Machinery,5270.0,2.43,1200.0,AIR_CARGO,98.88,Normal,Carrier_E,12.0,59405.0
SHP00350B,Bengaluru,Colombo,Sea,Automotive Parts,3404.0,7.31,10655.0,LCL,99.92,Off_Peak,Carrier_D,19.0,87432.0
SHP00351M,Mumbai,Shanghai,Sea,General Merchandise,5655.0,0.5,1038.0,40FT,105.61,Normal,Carrier_E,13.0,73378.0
SHP00352M,Mumbai,Dubai,Road,Furniture,2383.0,3.26,10469.0,20FT,112.33,Normal,Carrier_D,21.0,162296.0
SHP00353A,Mumbai,Rotterdam,Sea,Furniture,2006.0,3.23,629.0,AIR_CARGO,92.72,Normal,Carrier_E,9.0,88715.0
SHP00354C,Chennai,Shanghai,Sea,Electronics,2338.0,0.5,7824.0,40FT,89.08,Normal,Carrier_B,18.0,71537.0
SHP00355K,Kolkata,London,Sea,Machinery,8305.0,9.76,658.0,AIR_CARGO,94.63,Off_Peak,Carrier_A,17.0,59943.0
SHP00356K,Kolkata,Rotterdam,Sea,Electronics,1688.0,2.59,8046.0,40FT,111.01,Normal,Carrier_B,16.0,97087.0
SHP00357K,Kolkata,New York,Sea,Machinery,1881.0,4.96,5641.0,AIR_CARGO,114.2,Normal,Carrier_C,14.0,73180.0
SHP00358C,Chennai,Shanghai,Sea,General Merchandise,2708.0,7.82,8365.0,LCL,113.85,Normal,Carrier_D,18.0,96939.0
SHP00359A,Mumbai,Shanghai,Road,Chemicals,2122.0,9.57,3254.0,AIR_CARGO,84.19,Normal,Carrier_E,5.0,44595.0
SHP00360P,Pune,Los Angeles,Sea,Machinery,7352.0,3.73,1120.0,AIR_CARGO,94.88,Peak,Carrier_B,20.0,84378.0
SHP00361D,Delhi,Rotterdam,Sea,Chemicals,6874.0,0.5,1133.0,20FT,85.38,Normal,Carrier_B,13.0,50245.0
SHP00362D,Delhi,Shanghai,Sea,Machinery,4161.0,3.77,876.0,20FT,89.72,Normal,Carrier_E,15.0,50117.0
SHP00363A,Mumbai,Dubai,Sea,Furniture,2859.0,11.32,9457.0,20FT,76.27,Off_Peak,Carrier_D,20.0,57642.0
SHP00364B,Bengaluru,Colombo,Sea,Textiles,2778.0,3.04,1430.0,AIR_CARGO,81.42,Peak,Carrier_C,3.0,34539.0
SHP00365D,Delhi,Rotterdam,Sea,General Merchandise,3863.0,12.4,2472.0,LCL,90.88,Normal,Carrier_C,2.0,47286.0
SHP00366A,Mumbai,Colombo,Sea,Automotive Parts,1806.0,5.32,5918.0,40FT,89.59,Peak,Carrier_C,14.0,63595.0
SHP00367P,Pune,Jebel Ali,Road,Chemicals,10755.0,2.31,810.0,20FT,86.15,Peak,Carrier_E,18.0,118137.0
SHP00368D,Delhi,London,Road,Automotive Parts,2036.0,2.29,7114.0,40FT_HC,84.21,Normal,Carrier_B,16.0,79912.0
SHP00369K,Kolkata,New York,Sea,General Merchandise,2518.0,5.11,10184.0,AIR_CARGO,104.96,Normal,Carrier_C,24.0,90810.0
SHP00370H,Hyderabad,Los Angeles,Sea,Pharmaceuticals,6452.0,4.55,1173.0,LCL,86.78,Normal,Carrier_B,11.0,53146.0
SHP00371A,Mumbai,Dubai,Sea,Automotive Parts,9533.0,1.27,1247.0,LCL,103.26,Normal,Carrier_C,21.0,86642.0
SHP00372M,Mumbai,New York,Sea,General Merchandise,3351.0,4.06,4247.0,20FT,89.75,Normal,Carrier_C,8.0,49457.0
SHP00373D,Delhi,Los Angeles,Sea,Furniture,2669.0,2.27,9874.0,20FT,107.08,Normal,Carrier_D,22.0,111492.0
SHP00374D,Delhi,New York,Air,Automotive Parts,5221.0,13.55,5119.0,40FT_HC,81.69,Peak,Carrier_E,11.0,205202.0
SHP00375C,Chennai,New York,Sea,Chemicals,7657.0,20.19,6927.0,40FT_HC,81.3,Off_Peak,Carrier_D,15.0,61753.0
SHP00376B,Bengaluru,Hamburg,Sea,Textiles,2523.0,1.97,941.0,20FT,102.19,Peak,Carrier_B,9.0,53665.0
SHP00377H,Hyderabad,London,Air,Automotive Parts,1904.0,11.79,11085.0,40FT,111.6,Peak,Carrier_B,23.0,440825.0
SHP00378P,Pune,Singapore,Sea,Chemicals,2709.0,0.5,8567.0,20FT,80.72,Normal,Carrier_E,16.0,57968.0
SHP00379C,Chennai,Los Angeles,Sea,Machinery,3166.0,9.06,10377.0,20FT,77.95,Off_Peak,Carrier_C,24.0,185322.0
SHP00380K,Kolkata,Dubai,Sea,General Merchandise,4839.0,4.16,2890.0,LCL,112.39,Off_Peak,Carrier_E,4.0,47291.0
SHP00381M,Mumbai,Rotterdam,Sea,Electronics,4014.0,9.14,1278.0,20FT,79.69,Normal,Carrier_C,5.0,27520.0
SHP00382B,Bengaluru,New York,Air,Pharmaceuticals,5240.0,13.48,4378.0,20FT,85.01,Peak,Carrier_A,8.0,196695.0
SHP00383C,Chennai,New York,Sea,Furniture,2602.0,5.49,6442.0,20FT,112.18,Normal,Carrier_A,11.0,82288.0
